,index,Date,Max Dry Bulb Temperature (F),Min Dry Bulb Temperature (F),Mean Dry Bulb Temperature (F),Total Dry Bulb Temperature (F),Max Wind Speed,Min Wind Speed,Mean Wind Speed,Total Wind Speed,Max Relative Humidity,Min Relative Humidity,Mean Relative Humidity,Total Relative Humidity,Max Snow Depth,Min Snow Depth,Mean Snow Depth,Total Snow Depth,Max Liquid Precipitation Depth,Min Liquid Precipitation Depth,Mean Liquid Precipitation Depth,Total Liquid Precipitation Depth,Max Liquid Precipitation Rate,Min Liquid Precipitation Rate,Mean Liquid Precipitation Rate,Total Liquid Precipitation Rate
248,5952,09/06,75.38,75.38,71.42750000000002,1714.2600000000004,3.6,3.6,1.9541666666666668,46.900000000000006,95,95,83.79166666666667,2011,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,5976,09/07,82.4,82.4,73.91000000000001,1773.8400000000001,2.1,2.1,1.2958333333333332,31.099999999999998,93,93,75.08333333333333,1802,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,6000,09/08,84.56,84.56,74.675,1792.1999999999998,2.6,2.6,1.4458333333333335,34.7,92,92,72.33333333333333,1736,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,6024,09/09,83.66,83.66,74.585,1790.04,2.6,2.6,1.5375000000000003,36.900000000000006,92,92,74.625,1791,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,6048,09/10,78.44,78.44,74.0975,1778.34,4.1,4.1,2.3083333333333336,55.400000000000006,91,91,79.16666666666667,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,6072,09/11,75.02,75.02,71.825,1723.8,3.6,3.6,2.883333333333334,69.20000000000002,91,91,78.125,1875,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,6096,09/12,77.36,77.36,68.75,1650.0,4.6,4.6,1.7000000000000002,40.800000000000004,84,84,64.20833333333333,1541,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,6120,09/13,81.5,81.5,70.52000000000002,1692.4800000000005,3.6,3.6,2.025,48.6,75,75,58.0,1392,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,6144,09/14,81.14,81.14,71.63,1719.12,5.1,5.1,3.1291666666666664,75.1,78,78,54.416666666666664,1306,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,6168,09/15,77.53999999999999,77.53999999999999,70.115,1682.76,3.6,3.6,1.9333333333333336,46.400000000000006,81,81,57.541666666666664,1381,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,6192,09/16,77.18,77.18,70.03250000000001,1680.7800000000004,3.6,3.6,2.254166666666667,54.1,79,79,59.833333333333336,1436,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,6216,09/17,75.56,75.56,70.52000000000002,1692.4800000000005,2.1,2.1,1.3791666666666667,33.1,81,81,69.04166666666667,1657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,6240,09/18,79.88,79.88,72.56,1741.44,4.6,4.6,2.1249999999999996,50.99999999999999,85,85,65.83333333333333,1580,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,6264,09/19,73.94,73.94,69.59000000000002,1670.1600000000003,6.7,6.7,3.5833333333333335,86.0,90,90,71.20833333333333,1709,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,6288,09/20,71.06,71.06,65.21,1565.0399999999997,7.2,7.2,3.8958333333333317,93.49999999999996,85,85,69.375,1665,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,6312,09/21,76.46000000000001,76.46000000000001,67.62500000000001,1623.0000000000002,3.6,3.6,2.091666666666667,50.2,81,81,68.54166666666667,1645,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,6336,09/22,76.28,76.28,68.0225,1632.54,3.6,3.6,1.4083333333333332,33.8,92,92,69.45833333333333,1667,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,6360,09/23,70.88,70.88,66.8075,1603.38,2.6,2.6,1.770833333333334,42.500000000000014,90,90,78.29166666666667,1879,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,6384,09/24,73.22,73.22,66.8225,1603.7400000000002,5.7,5.7,2.0291666666666672,48.70000000000001,94,94,80.08333333333333,1922,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,6408,09/25,73.75999999999999,73.75999999999999,67.68499999999999,1624.4399999999998,2.6,2.6,1.5875000000000004,38.10000000000001,97,97,72.16666666666667,1732,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,6432,09/26,70.34,70.34,65.3075,1567.38,2.6,2.6,2.0750000000000006,49.80000000000001,96,96,79.375,1905,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,6456,09/27,64.75999999999999,64.75999999999999,62.697499999999984,1504.7399999999996,3.6,3.6,2.9333333333333336,70.4,97,97,84.0,2016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,6480,09/28,67.1,67.1,61.83500000000001,1484.0400000000002,4.6,4.6,3.1833333333333322,76.39999999999998,94,94,62.666666666666664,1504,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,6504,09/29,69.62,69.62,59.76499999999999,1434.36,2.6,2.6,1.4124999999999999,33.9,89,89,66.79166666666667,1603,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,6528,09/30,67.82,67.82,61.445,1474.68,2.6,2.6,1.2916666666666667,31.000000000000004,92,92,70.25,1686,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,6552,10/01,74.66,74.66,65.86999999999999,1580.8799999999999,5.7,5.7,3.4833333333333325,83.59999999999998,84,84,49.25,1182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,6576,10/02,63.68000000000001,63.68000000000001,60.41750000000001,1450.0200000000002,4.1,4.1,3.099999999999999,74.39999999999998,97,97,71.33333333333333,1712,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,6600,10/03,68.53999999999999,68.53999999999999,62.63750000000001,1503.3000000000002,4.1,4.1,1.9708333333333334,47.300000000000004,97,97,84.25,2022,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,6624,10/04,74.30000000000001,74.30000000000001,63.85249999999999,1532.4599999999998,3.1,3.1,1.5375000000000003,36.900000000000006,97,97,74.25,1782,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,6648,10/05,71.96000000000001,71.96000000000001,64.33250000000001,1543.9800000000002,4.1,4.1,2.433333333333333,58.4,96,96,72.58333333333333,1742,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,6672,10/06,64.22,64.22,60.5525,1453.26,6.7,6.7,3.791666666666666,90.99999999999999,98,98,85.58333333333333,2054,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,6696,10/07,62.78,62.78,56.75,1362.0,3.1,3.1,1.75,42.0,62,62,44.25,1062,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,6720,10/08,65.12,65.12,57.07999999999999,1369.9199999999998,6.7,6.7,2.9375,70.5,74,74,54.666666666666664,1312,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,6744,10/09,64.4,64.4,58.017500000000005,1392.42,3.6,3.6,1.7833333333333339,42.80000000000001,94,94,52.041666666666664,1249,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,6768,10/10,67.82,67.82,58.22,1397.28,3.1,3.1,0.9083333333333333,21.8,88,88,57.458333333333336,1379,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,6792,10/11,69.98,69.98,60.724999999999994,1457.3999999999999,2.1,2.1,1.0041666666666667,24.099999999999998,87,87,68.54166666666667,1645,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,6816,10/12,71.6,71.6,62.64500000000001,1503.4800000000002,2.1,2.1,0.9916666666666666,23.799999999999997,93,93,70.29166666666667,1687,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,6840,10/13,70.88,70.88,61.65500000000001,1479.7200000000003,2.1,2.1,0.8874999999999998,21.299999999999997,98,98,75.66666666666667,1816,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,6864,10/14,67.28,67.28,60.282500000000006,1446.7800000000002,4.6,4.6,1.8375000000000001,44.1,97,97,71.79166666666667,1723,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,6888,10/15,62.06,62.06,55.07000000000002,1321.6800000000005,4.6,4.6,3.0124999999999997,72.3,63,63,38.5,924,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,6912,10/16,60.08,60.08,51.574999999999996,1237.8,4.1,4.1,1.8500000000000005,44.40000000000001,88,88,57.333333333333336,1376,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,6936,10/17,58.64,58.64,53.622499999999995,1286.9399999999998,2.6,2.6,1.1749999999999998,28.199999999999996,93,93,71.79166666666667,1723,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,6960,10/18,64.4,64.4,56.487500000000004,1355.7,2.1,2.1,1.1583333333333332,27.799999999999997,95,95,75.125,1803,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,6984,10/19,67.1,67.1,56.517500000000005,1356.42,2.6,2.6,1.5041666666666664,36.099999999999994,97,97,75.875,1821,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,7008,10/20,66.92,66.92,57.53,1380.72,3.6,3.6,1.4624999999999997,35.099999999999994,97,97,72.5,1740,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,7032,10/21,66.92,66.92,58.654999999999994,1407.7199999999998,4.1,4.1,1.8499999999999999,44.4,96,96,72.25,1734,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,7056,10/22,68.53999999999999,68.53999999999999,59.93,1438.32,3.1,3.1,1.1041666666666665,26.499999999999996,96,96,74.5,1788,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,7080,10/23,69.62,69.62,62.0825,1489.98,3.6,3.6,1.929166666666667,46.300000000000004,90,90,63.166666666666664,1516,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,7104,10/24,60.980000000000004,60.980000000000004,59.442499999999995,1426.62,1.5,1.5,0.6458333333333334,15.5,97,97,93.58333333333333,2246,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,7128,10/25,59.36,59.36,55.775000000000006,1338.6000000000001,5.7,5.7,3.5833333333333335,86.0,94,94,73.16666666666667,1756,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,7152,10/26,52.34,52.34,42.012499999999996,1008.3,5.3,5.3,3.2499999999999996,77.99999999999999,55,55,29.333333333333332,704,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,7176,10/27,57.2,57.2,46.49000000000001,1115.7600000000002,2.6,2.6,1.8625,44.7,78,78,45.791666666666664,1099,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,7200,10/28,62.96,62.96,53.315,1279.56,4.1,4.1,2.6999999999999997,64.8,91,91,77.25,1854,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,7224,10/29,68.53999999999999,68.53999999999999,60.85999999999999,1460.6399999999999,4.1,4.1,3.516666666666666,84.39999999999999,97,97,83.20833333333333,1997,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,7248,10/30,66.92,66.92,60.9725,1463.34,4.1,4.1,2.7625000000000006,66.30000000000001,92,92,63.5,1524,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,7272,10/31,64.22,64.22,57.379999999999995,1377.12,4.1,4.1,2.3583333333333334,56.6,77,77,52.625,1263,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,7296,11/01,60.980000000000004,60.980000000000004,51.8975,1245.54,4.4,4.4,2.8625000000000003,68.7,80,80,63.333333333333336,1520,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,7320,11/02,61.16,61.16,54.0725,1297.74,3.6,3.6,2.4375000000000004,58.50000000000001,93,93,75.33333333333333,1808,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,7344,11/03,60.26,60.26,55.53500000000002,1332.8400000000004,2.6,2.6,1.7249999999999999,41.4,92,92,77.125,1851,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,7368,11/04,58.46,58.46,55.51999999999999,1332.4799999999998,6.2,6.2,4.854166666666667,116.5,97,97,91.5,2196,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,7392,11/05,61.88,61.88,58.16,1395.84,7.7,7.7,4.612499999999998,110.69999999999996,97,97,95.5,2292,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,7416,11/06,54.32,54.32,53.382500000000014,1281.1800000000003,2.6,2.6,2.004166666666667,48.1,98,98,96.0,2304,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,7440,11/07,57.92,57.92,54.815,1315.56,2.6,2.6,1.7750000000000001,42.6,95,95,88.20833333333333,2117,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,7464,11/08,56.66,56.66,54.39499999999999,1305.4799999999998,3.6,3.6,2.5833333333333335,62.0,95,95,82.95833333333333,1991,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,7488,11/09,56.120000000000005,56.120000000000005,52.025000000000006,1248.6000000000001,5.7,5.7,3.483333333333334,83.60000000000001,90,90,75.45833333333333,1811,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,7512,11/10,49.64,49.64,46.25,1110.0,4.7,4.7,2.2583333333333333,54.199999999999996,89,89,60.541666666666664,1453,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,7536,11/11,51.8,51.8,45.85999999999999,1100.6399999999999,2.6,2.6,1.6083333333333336,38.60000000000001,84,84,65.33333333333333,1568,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,7560,11/12,48.379999999999995,48.379999999999995,45.14000000000001,1083.3600000000001,4.1,4.1,2.2500000000000004,54.00000000000001,91,91,80.16666666666667,1924,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,7584,11/13,45.32,45.32,39.16250000000001,939.9000000000002,6.7,6.7,5.454166666666667,130.9,92,92,49.208333333333336,1181,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,7608,11/14,46.94,46.94,36.169999999999995,868.0799999999999,5.1,5.1,3.266666666666666,78.39999999999999,67,67,46.708333333333336,1121,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,7632,11/15,52.34,52.34,45.184999999999995,1084.4399999999998,3.6,3.6,2.2333333333333334,53.6,74,74,64.625,1551,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,7656,11/16,51.26,51.26,45.97249999999999,1103.3399999999997,4.6,4.6,2.0375000000000005,48.90000000000001,93,93,68.25,1638,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,7680,11/17,54.32,54.32,48.07250000000001,1153.7400000000002,5.7,5.7,3.9,93.6,81,81,64.75,1554,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,7704,11/18,46.58,46.58,36.3875,873.3000000000001,11.3,11.3,8.808333333333332,211.39999999999998,93,93,68.83333333333333,1652,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,7728,11/19,40.28,40.28,33.665,807.96,7.4,7.4,4.470833333333332,107.29999999999997,66,66,48.458333333333336,1163,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,7752,11/20,50.18,50.18,43.804999999999986,1051.3199999999997,5.7,5.7,3.4124999999999996,81.89999999999999,67,67,51.75,1242,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,7776,11/21,51.8,51.8,46.654999999999994,1119.7199999999998,3.6,3.6,2.5250000000000004,60.60000000000001,78,78,63.416666666666664,1522,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,7800,11/22,54.32,54.32,48.21500000000001,1157.1600000000003,4.1,4.1,1.8625,44.7,90,90,71.20833333333333,1709,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,7824,11/23,53.96,53.96,47.2175,1133.22,4.1,4.1,2.2624999999999997,54.3,93,93,71.45833333333333,1715,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,7848,11/24,48.56,48.56,44.3825,1065.18,4.1,4.1,2.4041666666666663,57.699999999999996,81,81,54.583333333333336,1310,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,7872,11/25,51.08,51.08,44.285000000000004,1062.8400000000001,3.1,3.1,2.0833333333333335,50.0,86,86,57.333333333333336,1376,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,7896,11/26,53.06,53.06,47.262499999999996,1134.3,5.7,5.7,2.3625000000000003,56.7,89,89,75.29166666666667,1807,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,7920,11/27,48.92,48.92,43.80500000000001,1051.3200000000002,10.8,10.8,6.958333333333333,167.0,98,98,71.75,1722,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,7944,11/28,35.78,35.78,32.3675,776.8199999999999,10.1,10.1,7.4375,178.5,65,65,45.083333333333336,1082,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,7968,11/29,32.18,32.18,27.680000000000003,664.32,8.2,8.2,6.679166666666667,160.3,59,59,44.75,1074,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,7992,11/30,36.68,36.68,30.620000000000005,734.8800000000001,7.7,7.7,5.420833333333333,130.1,59,59,42.083333333333336,1010,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,8016,12/01,51.26,51.26,47.855,1148.52,3.6,3.6,2.3625000000000003,56.7,95,95,81.45833333333333,1955,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,8040,12/02,45.68,45.68,30.9575,742.98,6.2,6.2,5.099999999999999,122.39999999999998,88,88,53.125,1275,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,8064,12/03,30.74,30.74,25.3025,607.26,4.6,4.6,2.9708333333333328,71.29999999999998,64,64,47.75,1146,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,8088,12/04,33.44,33.44,28.362499999999997,680.6999999999999,2.6,2.6,1.7083333333333337,41.00000000000001,91,91,63.958333333333336,1535,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,8112,12/05,37.22,37.22,32.0075,768.18,5.1,5.1,2.8875000000000006,69.30000000000001,90,90,58.958333333333336,1415,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,8136,12/06,47.480000000000004,47.480000000000004,40.15999999999999,963.8399999999998,6.2,6.2,3.6666666666666665,88.0,79,79,66.95833333333333,1607,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,8160,12/07,51.26,51.26,46.43000000000001,1114.3200000000002,5.5,5.5,2.8958333333333335,69.5,86,86,68.70833333333333,1649,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,8184,12/08,53.06,53.06,44.38999999999999,1065.36,2.6,2.6,1.7375000000000005,41.70000000000001,97,97,71.375,1713,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,8208,12/09,46.76,46.76,43.362500000000004,1040.7,5.1,5.1,3.0083333333333333,72.2,98,98,73.125,1755,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,8232,12/10,53.6,53.6,41.675000000000004,1000.2,3.6,3.6,2.7791666666666663,66.69999999999999,85,85,65.83333333333333,1580,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,8256,12/11,47.480000000000004,47.480000000000004,45.52250000000001,1092.5400000000002,3.1,3.1,1.679166666666667,40.300000000000004,92,92,75.95833333333333,1823,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,8280,12/12,41.36,41.36,37.9625,911.1,5.1,5.1,3.5374999999999996,84.89999999999999,92,92,75.0,1800,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,8304,12/13,32.18,32.18,29.599999999999994,710.3999999999999,6.7,6.7,3.770833333333334,90.50000000000001,59,59,50.0,1200,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,8328,12/14,32.0,32.0,28.145000000000007,675.4800000000001,5.7,5.7,2.7375000000000003,65.7,94,94,64.0,1536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,8352,12/15,25.16,25.16,20.4275,490.26,5.7,5.7,4.083333333333333,97.99999999999999,46,46,35.166666666666664,844,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,8376,12/16,22.82,22.82,16.8875,405.3,4.4,4.4,2.983333333333333,71.6,56,56,43.333333333333336,1040,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,8400,12/17,28.22,28.22,22.632499999999997,543.18,4.1,4.1,2.4291666666666667,58.3,58,58,42.958333333333336,1031,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,8424,12/18,30.56,30.56,23.96749999999999,575.2199999999998,5.1,5.1,3.3083333333333322,79.39999999999998,47,47,34.166666666666664,820,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,8448,12/19,30.02,30.02,23.345000000000002,560.2800000000001,3.2,3.2,1.7333333333333334,41.6,54,54,40.041666666666664,961,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,8472,12/20,34.34,34.34,29.029999999999987,696.7199999999997,2.6,2.6,1.5166666666666666,36.4,61,61,48.083333333333336,1154,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,8496,12/21,39.019999999999996,39.019999999999996,34.137499999999996,819.3,2.6,2.6,1.8208333333333335,43.7,88,88,66.95833333333333,1607,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,8520,12/22,41.0,41.0,38.55500000000001,925.3200000000002,3.6,3.6,2.4,57.599999999999994,79,79,65.375,1569,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,8544,12/23,50.900000000000006,50.900000000000006,43.42250000000001,1042.14,4.6,4.6,3.4124999999999996,81.89999999999999,86,86,77.125,1851,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,8568,12/24,50.900000000000006,50.900000000000006,44.21000000000001,1061.0400000000002,3.6,3.6,2.870833333333333,68.89999999999999,97,97,83.33333333333333,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,8592,12/25,48.74,48.74,39.035000000000004,936.8400000000001,3.6,3.6,2.891666666666666,69.39999999999999,81,81,60.333333333333336,1448,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,8616,12/26,44.6,44.6,40.82749999999999,979.8599999999999,4.1,4.1,2.9499999999999997,70.8,79,79,61.666666666666664,1480,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,8640,12/27,37.22,37.22,34.527499999999996,828.66,3.1,3.1,2.35,56.400000000000006,77,77,56.333333333333336,1352,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,8664,12/28,36.5,36.5,31.797499999999996,763.1399999999999,4.1,4.1,2.3750000000000004,57.00000000000001,64,64,46.791666666666664,1123,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,8688,12/29,39.2,39.2,31.519999999999992,756.4799999999998,3.6,3.6,1.5000000000000002,36.00000000000001,63,63,49.0,1176,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,8712,12/30,38.480000000000004,38.480000000000004,34.5875,830.0999999999999,2.6,2.6,1.6625000000000003,39.900000000000006,99,99,67.45833333333333,1619,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,8736,12/31,33.8,33.8,29.8775,717.0600000000001,4.6,4.6,4.012499999999998,96.29999999999997,90,90,47.125,1131,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
